Time (ms), Time (seconds)
825095,0.0
826001,0.0
827001,0.0
828001,0.0
829083,0.0
830012,0.0
831002,0.0
832030,0.0
833080,0.0
834079,0.0
835001,0.0
836001,0.0
837080,0.0
838076,0.0
839076,0.0
840075,0.0
841084,0.0
842074,0.0
843083,0.0
844001,0.0
845062,0.0
846081,0.0
847080,0.0
848080,0.0
849079,0.0
850058,0.0
851078,0.0
852067,0.0
853001,0.0
854001,0.0
855085,0.0
856104,0.0
857013,0.0
858063,0.0
859062,0.0
860032,0.0
861051,0.0
862030,0.0
863001,0.0
864079,0.0
865001,0.0
866077,0.0
867067,0.0
868001,0.0
869075,0.0
870001,0.0
871054,0.0
872083,0.0
873002,0.0
874082,0.0
875001,0.0
876001,0.0
877020,0.0
878079,0.0
879082,0.0
880058,0.0
881001,0.0
882001,0.0
883076,0.0
884085,0.0
885085,0.0
886084,0.0
887083,0.0
888062,0.0
889082,0.0
890002,0.0
891001,0.0
892080,0.0
893079,0.0
894069,0.0
895004,0.0
896077,0.0
897001,0.0
898001,0.0
899001,0.0
900055,0.0
901044,0.0
902083,0.0
903001,0.0
904082,0.0
905001,0.0
906001,0.0
907080,0.0
908079,0.0
909001,0.0
910078,0.0
911077,0.0
912001,0.0
913001,0.0
914005,0.0
915024,0.0
916001,0.0
917093,0.0
918082,0.0
919001,0.0
920001,0.0
921090,0.0
922080,0.0
923079,0.0
924001,0.0
925001,0.0
926047,0.0
927002,0.0
928001,0.0
929005,0.0
930025,0.0
931094,0.0
932023,0.0
933001,0.0
934001,0.0
935081,0.0
936001,0.0
937010,0.0
938049,0.0
939082,0.0
940001,0.0
941057,0.0
942077,0.0
943002,0.0
944001,0.0
945025,0.0
946094,0.0
947093,0.0
948092,0.0
949032,0.0
950081,0.0
951051,0.0
952010,0.0
953029,0.0
954069,0.0
955088,0.0
956077,0.0
957076,0.0
958001,0.0
959045,0.0
960055,0.0
961001,0.0
962001,0.0
963082,0.0
964001,0.0
965101,0.0
966001,0.0
967080,0.0
968079,0.0
969078,0.0
970078,0.0
971077,0.0
972077,0.0
973016,0.0
974105,0.0
975025,0.0
976064,0.0
977001,0.0
978086,0.0
979085,0.0
980002,0.0
981061,0.0
982001,0.0
983079,0.0
984079,0.0
985028,0.0
986077,0.0
987077,0.0
988001,0.0
989075,0.0
990001,0.0
991074,0.0
992093,0.0
993083,0.0
994062,0.0
995081,0.0
996071,0.0
997053,0.0
998001,0.0
999082,0.0
1000048,0.0
1001028,0.0
1002077,0.0
1003001,0.0
1004075,0.0
1005002,0.0
1006084,0.0
1007104,0.0
1008043,0.0
1009072,0.0
1010051,0.0
1011001,0.0
1012080,0.0
1013080,0.0
1014009,0.0
1015098,0.0
1016088,0.0
1017077,0.0
1018076,0.0
1019045,0.0
1020045,0.0
1021001,0.0
1022064,0.0
1023083,0.0
1024052,0.0
1025081,0.0
1026091,0.0
1027080,0.0
1028070,0.0
1029029,0.0
1030078,0.0
1031001,0.0
1032001,0.0
1033002,0.0
1034001,0.0
1035085,0.0
1036075,0.0
1037001,0.0
1038083,0.0
1039082,0.0
1040085,0.0
1041001,0.0
1042001,0.0
1043050,0.0
1044001,0.0
1045079,0.0
1046048,0.0
1047077,0.0
1048077,0.0
1049046,0.0
1050075,0.0
1051075,0.0
